age,gender,income,education,vote_2016,govt_spending,healthcare_govt,immigration_concern,urban_rural,main_concerns
25,Female,29446.0,HS,Trump,6,2,6,Urban,"immigration, economy, healthcare, cost of living (top priority)"
18,Female,75314.0,HS,Clinton,4,4,7,Urban,"immigration, economy, healthcare (top priority)"
35,Male,32677.0,Some College,Trump,6,3,1,Suburban,"healthcare, economy (important issue)"
45,Male,69389.0,College,Clinton,4,4,1,Urban,"economy, healthcare (major concern)"
25,Male,58544.0,HS,Clinton,7,7,1,Suburban,"healthcare, economy, immigration (important issue)"
35,Female,37075.0,HS,Clinton,4,4,7,Rural,"immigration, economy, rural development (top priority)"
18,Female,85506.0,College,Trump,1,2,1,Suburban,"economy, healthcare, immigration (top priority)"
18,Male,26127.0,HS,Clinton,4,6,3,Urban,"healthcare, economy, immigration, cost of living (major concern)"
35,Female,68383.0,Some College,Clinton,4,6,6,Suburban,"healthcare, immigration (important issue)"
35,Male,70012.0,Postgrad,Clinton,2,7,2,Suburban,"healthcare, economy (major concern)"
35,Female,36588.0,HS,Trump,3,6,2,Rural,"healthcare, economy, immigration, rural development (major concern)"
45,Female,77849.0,HS,Clinton,6,5,4,Urban,"healthcare, immigration, economy (top priority)"
65,Female,44999.0,Some College,Trump,6,1,3,Suburban,"immigration, economy, social security (top priority)"
35,Female,55774.0,Some College,Trump,7,5,1,Suburban,"healthcare, economy, immigration (major concern)"
25,Female,55206.0,Some College,Trump,7,3,1,Urban,"healthcare, economy (top priority)"
45,Male,47314.0,College,Trump,4,5,5,Urban,"healthcare, immigration, economy (major concern)"
25,Female,66216.0,HS,Clinton,5,3,5,Suburban,"immigration, economy, healthcare (major concern)"
25,Male,65870.0,Some College,Clinton,6,3,4,Rural,"immigration, healthcare, rural development (top priority)"
18,Female,15029.0,Some College,Trump,7,1,1,Rural,"economy, healthcare, cost of living, rural development (major concern)"
18,Female,76087.0,HS,Clinton,4,2,4,Suburban,"economy, immigration (major concern)"
65,Female,16750.0,College,Trump,7,7,3,Urban,"healthcare, immigration, economy, social security, cost of living (major concern)"
55,Male,70651.0,HS,Trump,1,1,2,Urban,"economy, immigration, social security (top priority)"
45,Female,72534.0,Some College,Trump,1,7,1,Rural,"economy, healthcare, immigration, rural development (top priority)"
25,Female,28181.0,HS,Trump,7,6,6,Rural,"healthcare, immigration, economy, cost of living, rural development (major concern)"
18,Female,41784.0,Some College,Other,1,6,7,Rural,"economy, immigration, healthcare, rural development (important issue)"
18,Male,27886.0,Some College,Trump,7,5,3,Suburban,"healthcare, immigration, cost of living (important issue)"
25,Male,45702.0,College,Clinton,4,3,1,Urban,"economy, healthcare (important issue)"
35,Male,43839.0,HS,Trump,2,4,7,Rural,"immigration, economy, rural development (major concern)"
45,Male,65593.0,Some College,Clinton,5,4,6,Suburban,"immigration, healthcare (major concern)"
45,Female,76206.0,Some College,Clinton,4,7,5,Urban,"healthcare, immigration, economy (top priority)"
25,Male,77914.0,College,Trump,2,3,4,Suburban,"economy, immigration, healthcare (major concern)"
65,Female,38757.0,Some College,Clinton,2,7,5,Urban,"healthcare, economy, social security (major concern)"
45,Male,45816.0,College,Clinton,6,1,2,Urban,"economy, immigration, healthcare (important issue)"
35,Male,16331.0,College,Clinton,4,2,5,Suburban,"immigration, economy, cost of living (important issue)"
35,Female,33883.0,Postgrad,Trump,4,1,1,Suburban,"economy, healthcare (important issue)"
25,Female,69297.0,Some College,Trump,7,3,6,Rural,"immigration, healthcare, economy, rural development (important issue)"
25,Male,82312.0,Some College,Trump,2,3,5,Urban,"economy, immigration (important issue)"
25,Female,25313.0,College,Clinton,2,2,1,Urban,"economy, healthcare, cost of living (major concern)"
45,Female,38151.0,Postgrad,Trump,2,7,2,Urban,"healthcare, economy, immigration (top priority)"
18,Male,49472.0,Postgrad,Trump,7,5,7,Urban,"immigration, healthcare, economy (top priority)"
18,Female,55603.0,Some College,Clinton,6,5,6,Urban,"immigration, healthcare, economy (top priority)"
18,Female,33808.0,HS,Clinton,4,2,5,Suburban,"immigration, economy (top priority)"
18,Female,58481.0,Some College,Clinton,2,5,4,Suburban,"economy, healthcare, immigration (top priority)"
55,Male,40523.0,College,Other,1,4,4,Suburban,"economy, healthcare, immigration, social security (important issue)"
45,Female,49711.0,Some College,Trump,4,5,6,Rural,"immigration, healthcare, rural development (major concern)"
35,Male,60926.0,Some College,Trump,7,5,4,Suburban,"healthcare, immigration, economy (major concern)"
18,Male,50128.0,College,Clinton,6,5,5,Urban,"healthcare, immigration (major concern)"
35,Male,41272.0,Some College,Trump,1,4,5,Urban,"economy, immigration (top priority)"
35,Male,47808.0,Postgrad,Trump,7,7,6,Rural,"healthcare, immigration, economy, rural development (major concern)"
18,Female,48233.0,Some College,Trump,3,5,5,Suburban,"economy, healthcare (important issue)"
25,Female,42600.0,Some College,Other,4,6,7,Rural,"immigration, healthcare, economy, rural development (important issue)"
25,Female,44824.0,Some College,Clinton,3,4,1,Rural,"economy, healthcare, rural development (major concern)"
35,Male,81973.0,College,Clinton,7,2,2,Rural,"healthcare, immigration, rural development (top priority)"
35,Male,61218.0,HS,Trump,7,1,7,Rural,"immigration, economy, healthcare, rural development (important issue)"
18,Male,44090.0,HS,Trump,7,2,7,Suburban,"immigration, healthcare, economy (top priority)"
25,Female,63939.0,Postgrad,Trump,2,1,4,Urban,"economy, immigration (important issue)"
35,Male,43324.0,HS,Clinton,6,2,1,Rural,"economy, healthcare, immigration, rural development (top priority)"
35,Female,73462.0,Some College,Trump,2,6,6,Suburban,"economy, healthcare (important issue)"
55,Female,57393.0,Some College,Clinton,6,1,4,Urban,"immigration, economy, healthcare, social security (important issue)"
45,Male,47854.0,Some College,Clinton,5,1,1,Suburban,"economy, healthcare, immigration (important issue)"
18,Female,58954.0,College,Trump,2,3,5,Suburban,"economy, immigration, healthcare (top priority)"
18,Male,18582.0,HS,Trump,3,1,6,Rural,"immigration, economy, healthcare, cost of living, rural development (important issue)"
35,Female,27465.0,Some College,Clinton,6,1,6,Suburban,"immigration, economy, healthcare, cost of living (top priority)"
18,Female,26121.0,Some College,Clinton,2,3,4,Urban,"economy, immigration, healthcare, cost of living (top priority)"
35,Male,52859.0,College,Clinton,4,5,5,Rural,"healthcare, immigration, economy, rural development (major concern)"
65,Male,84650.0,HS,Clinton,7,5,4,Rural,"healthcare, immigration, social security, rural development (important issue)"
35,Female,94626.0,Some College,Trump,6,3,3,Suburban,"healthcare, immigration (top priority)"
25,Female,62761.0,HS,Trump,6,4,1,Urban,"healthcare, economy (major concern)"
35,Male,60017.0,HS,Clinton,2,1,3,Urban,"economy, immigration (top priority)"
35,Female,15000.0,HS,Trump,5,1,1,Suburban,"economy, healthcare, cost of living (top priority)"
35,Female,39147.0,HS,Trump,2,3,2,Urban,"economy, healthcare, immigration (major concern)"
65,Female,34244.0,College,Trump,3,3,7,Urban,"immigration, economy, social security (top priority)"
25,Male,37583.0,HS,Clinton,3,4,6,Suburban,"immigration, economy, healthcare (major concern)"
65,Female,46637.0,Postgrad,Other,6,6,4,Suburban,"healthcare, immigration, economy, social security (major concern)"
65,Female,40558.0,Postgrad,Clinton,6,5,2,Suburban,"healthcare, economy, social security (top priority)"
18,Male,15000.0,Some College,Clinton,2,2,2,Urban,"economy, healthcare, immigration, cost of living (important issue)"
18,Male,64958.0,HS,Clinton,3,6,6,Suburban,"healthcare, immigration, economy (important issue)"
18,Female,28545.0,Some College,Trump,3,7,6,Suburban,"healthcare, immigration, cost of living (top priority)"
18,Male,54785.0,College,Clinton,5,5,1,Urban,"healthcare, economy, immigration (important issue)"
18,Female,91482.0,Some College,Clinton,4,1,3,Urban,"economy, immigration, healthcare (top priority)"
45,Male,31612.0,HS,Clinton,5,7,5,Suburban,"healthcare, immigration (major concern)"
18,Male,15000.0,Some College,Trump,1,6,1,Rural,"economy, healthcare, cost of living, rural development (major concern)"
25,Female,44280.0,College,Trump,7,3,5,Suburban,"immigration, healthcare, economy (major concern)"
55,Male,72019.0,College,Clinton,5,4,2,Urban,"healthcare, economy, immigration, social security (important issue)"
18,Male,89167.0,HS,Trump,2,5,5,Urban,"economy, healthcare (important issue)"
55,Male,25409.0,College,Trump,4,4,3,Rural,"economy, healthcare, social security, cost of living, rural development (important issue)"
25,Female,59934.0,HS,Trump,2,7,1,Urban,"healthcare, economy, immigration (top priority)"
18,Male,40694.0,HS,Clinton,7,5,6,Suburban,"immigration, healthcare (important issue)"
45,Male,47881.0,Postgrad,Trump,1,6,3,Suburban,"economy, healthcare (top priority)"
35,Female,102887.0,HS,Other,4,1,7,Urban,"immigration, economy, healthcare (important issue)"
55,Male,19941.0,HS,Trump,6,2,3,Rural,"immigration, economy, healthcare, social security, cost of living, rural development (major concern)"
45,Female,55075.0,HS,Clinton,3,4,7,Suburban,"immigration, economy, healthcare (top priority)"
55,Male,59354.0,Postgrad,Trump,5,4,1,Suburban,"healthcare, economy, social security (important issue)"
25,Female,71716.0,College,Trump,2,2,6,Urban,"economy, immigration, healthcare (important issue)"
18,Male,51960.0,College,Trump,1,4,3,Urban,"economy, healthcare (major concern)"
45,Female,56161.0,College,Clinton,3,4,7,Suburban,"immigration, economy, healthcare (important issue)"
55,Male,42167.0,HS,Clinton,5,5,6,Suburban,"immigration, healthcare, social security (important issue)"
65,Male,55383.0,Some College,Trump,3,5,4,Urban,"economy, healthcare, social security (important issue)"
25,Male,43136.0,Some College,Trump,5,2,4,Urban,"immigration, economy, healthcare (major concern)"
25,Male,62431.0,HS,Clinton,6,7,4,Urban,"healthcare, immigration, economy (important issue)"
45,Male,42608.0,Some College,Other,4,1,5,Rural,"immigration, economy, rural development (important issue)"
25,Male,57542.0,Postgrad,Clinton,3,6,3,Suburban,"healthcare, economy (top priority)"
65,Female,49415.0,HS,Trump,3,6,1,Rural,"healthcare, economy, immigration, social security, rural development (major concern)"
55,Male,72521.0,HS,Trump,3,7,1,Urban,"healthcare, economy, social security (top priority)"
25,Male,48972.0,HS,Trump,4,4,5,Rural,"immigration, economy, rural development (major concern)"
45,Female,15000.0,HS,Other,1,1,1,Urban,"economy, healthcare, immigration, cost of living (important issue)"
45,Female,75238.0,Postgrad,Clinton,5,2,7,Suburban,"immigration, economy (major concern)"
18,Male,31885.0,Some College,Trump,6,7,4,Rural,"healthcare, immigration, rural development (top priority)"
65,Male,36925.0,Some College,Clinton,3,2,3,Urban,"economy, immigration, social security (major concern)"
35,Male,38087.0,College,Trump,7,5,1,Suburban,"healthcare, economy (major concern)"
55,Female,77489.0,HS,Trump,4,4,1,Urban,"economy, healthcare, social security (top priority)"
25,Female,15000.0,Some College,Trump,1,3,2,Urban,"economy, healthcare, immigration, cost of living (important issue)"
55,Male,112755.0,Some College,Clinton,5,2,2,Suburban,"economy, healthcare, immigration, social security (important issue)"
25,Female,71121.0,Some College,Trump,4,7,2,Suburban,"healthcare, economy (important issue)"
18,Female,54465.0,Postgrad,Clinton,6,4,3,Suburban,"healthcare, immigration (major concern)"
65,Female,48902.0,College,Clinton,6,1,4,Suburban,"immigration, economy, healthcare, social security (important issue)"
18,Female,55711.0,Some College,Trump,5,7,6,Suburban,"healthcare, immigration, economy (important issue)"
25,Male,60422.0,College,Clinton,3,5,4,Urban,"economy, healthcare, immigration (top priority)"
65,Male,62904.0,HS,Trump,6,6,4,Urban,"healthcare, immigration, social security (top priority)"
65,Male,61112.0,HS,Clinton,1,1,3,Rural,"economy, immigration, healthcare, social security, rural development (major concern)"
35,Male,51792.0,HS,Clinton,4,2,7,Urban,"immigration, economy, healthcare (major concern)"
35,Female,46053.0,Some College,Trump,1,2,7,Suburban,"economy, immigration (major concern)"
25,Female,46975.0,Some College,Trump,3,1,3,Urban,"economy, immigration (major concern)"
25,Male,46102.0,College,Clinton,1,2,2,Suburban,"economy, healthcare, immigration (important issue)"
25,Male,72675.0,Postgrad,Trump,1,7,1,Suburban,"economy, healthcare (top priority)"
45,Male,61871.0,Some College,Trump,2,4,5,Urban,"economy, immigration (top priority)"
45,Female,15000.0,Some College,Trump,1,2,5,Urban,"economy, immigration, cost of living (important issue)"
45,Male,63118.0,HS,Clinton,5,5,6,Suburban,"immigration, healthcare, economy (important issue)"
45,Male,53895.0,HS,Trump,4,4,1,Urban,"economy, healthcare (top priority)"
18,Male,49626.0,Some College,Trump,2,7,6,Urban,"healthcare, economy, immigration (major concern)"
35,Male,42230.0,Some College,Trump,4,3,2,Suburban,"economy, healthcare (important issue)"
18,Female,72482.0,College,Clinton,4,2,6,Urban,"immigration, economy, healthcare (important issue)"
35,Female,68951.0,HS,Trump,3,2,1,Rural,"economy, healthcare, rural development (important issue)"
25,Male,34542.0,HS,Trump,3,5,1,Suburban,"economy, healthcare (major concern)"
55,Female,58141.0,Some College,Trump,2,7,5,Urban,"healthcare, economy, social security (top priority)"
25,Female,30567.0,HS,Clinton,6,5,7,Suburban,"immigration, healthcare (top priority)"
18,Female,22408.0,HS,Trump,7,6,2,Suburban,"healthcare, immigration, economy, cost of living (top priority)"
18,Male,37466.0,College,Trump,3,7,3,Urban,"healthcare, economy, immigration (top priority)"
45,Male,67248.0,HS,Clinton,7,1,6,Suburban,"immigration, economy, healthcare (major concern)"
35,Male,69063.0,College,Clinton,3,1,5,Urban,"economy, immigration (major concern)"
18,Female,60262.0,HS,Trump,3,1,6,Urban,"immigration, economy, healthcare (major concern)"
18,Male,64502.0,HS,Clinton,4,5,6,Urban,"immigration, healthcare (major concern)"
45,Male,60324.0,Some College,Other,2,1,3,Urban,"economy, immigration (important issue)"
18,Male,37170.0,College,Trump,4,7,2,Urban,"healthcare, economy, immigration (top priority)"
55,Female,58638.0,Some College,Trump,5,1,1,Suburban,"economy, healthcare, social security (important issue)"
45,Male,66008.0,College,Clinton,4,3,4,Suburban,"economy, immigration (top priority)"
18,Female,65086.0,HS,Clinton,7,1,6,Suburban,"immigration, economy (important issue)"
18,Female,73778.0,College,Other,7,2,4,Suburban,"immigration, healthcare (major concern)"
65,Male,64166.0,HS,Clinton,5,6,2,Rural,"healthcare, economy, social security, rural development (top priority)"
25,Female,57029.0,College,Trump,1,5,4,Suburban,"economy, healthcare, immigration (top priority)"
25,Male,71403.0,Some College,Clinton,1,4,6,Suburban,"economy, immigration (top priority)"
55,Female,49470.0,Postgrad,Clinton,5,6,3,Urban,"healthcare, economy, social security (top priority)"
65,Male,32363.0,Some College,Clinton,5,3,4,Rural,"immigration, economy, healthcare, social security, rural development (important issue)"
65,Female,46739.0,HS,Trump,4,5,2,Urban,"healthcare, economy, immigration, social security (important issue)"
45,Female,35102.0,HS,Other,5,7,2,Urban,"healthcare, economy (major concern)"
25,Female,36496.0,College,Clinton,2,5,7,Suburban,"immigration, economy (important issue)"
18,Female,47110.0,Some College,Clinton,1,2,7,Urban,"economy, immigration (important issue)"
45,Male,34152.0,College,Clinton,1,7,3,Urban,"economy, healthcare (important issue)"
35,Female,43841.0,HS,Trump,6,6,4,Suburban,"healthcare, immigration, economy (important issue)"
25,Female,15000.0,Some College,Clinton,5,6,4,Suburban,"healthcare, immigration, cost of living (major concern)"
65,Female,54266.0,HS,Trump,3,1,7,Suburban,"immigration, economy, healthcare, social security (top priority)"
18,Male,50024.0,Postgrad,Trump,3,7,1,Rural,"healthcare, economy, immigration, rural development (important issue)"
35,Female,33658.0,College,Trump,5,2,5,Urban,"immigration, economy (major concern)"
18,Female,63185.0,Postgrad,Clinton,2,1,2,Urban,"economy, immigration, healthcare (major concern)"
35,Female,68751.0,HS,Other,3,1,1,Suburban,"economy, healthcare (major concern)"
18,Male,17849.0,College,Clinton,6,5,2,Urban,"healthcare, economy, cost of living (important issue)"
18,Female,34746.0,College,Clinton,7,6,1,Suburban,"healthcare, economy (top priority)"
18,Male,34617.0,Some College,Trump,5,1,7,Urban,"immigration, economy, healthcare (top priority)"
35,Female,31202.0,College,Trump,2,3,7,Suburban,"immigration, economy (top priority)"
45,Male,66589.0,Postgrad,Clinton,2,3,5,Suburban,"economy, immigration, healthcare (important issue)"
35,Female,46123.0,Postgrad,Clinton,4,6,1,Suburban,"healthcare, economy, immigration (top priority)"
65,Female,44710.0,College,Trump,2,3,2,Suburban,"economy, healthcare, social security (top priority)"
25,Male,15000.0,HS,Clinton,3,5,4,Suburban,"economy, healthcare, cost of living (top priority)"
25,Female,62708.0,HS,Trump,7,2,2,Urban,"healthcare, immigration (major concern)"
55,Male,25215.0,Postgrad,Trump,3,4,6,Urban,"immigration, economy, healthcare, social security, cost of living (top priority)"
25,Female,51199.0,HS,Clinton,5,1,7,Urban,"immigration, economy, healthcare (top priority)"
65,Female,55548.0,College,Clinton,7,4,3,Suburban,"healthcare, immigration, economy, social security (top priority)"
18,Female,77213.0,College,Clinton,5,2,3,Urban,"economy, immigration (major concern)"
65,Female,23824.0,College,Trump,2,2,7,Suburban,"immigration, economy, social security, cost of living (top priority)"
18,Female,15000.0,Postgrad,Trump,6,5,6,Urban,"immigration, healthcare, economy, cost of living (major concern)"
55,Male,53677.0,Some College,Clinton,1,3,3,Suburban,"economy, healthcare, immigration, social security (top priority)"
35,Male,86010.0,Some College,Trump,7,3,7,Rural,"immigration, healthcare, rural development (important issue)"
65,Female,74779.0,HS,Other,4,2,3,Urban,"economy, immigration, social security (top priority)"
18,Female,54193.0,Some College,Clinton,1,5,7,Urban,"economy, immigration (important issue)"
35,Female,40167.0,HS,Trump,2,5,5,Urban,"economy, healthcare (important issue)"
65,Female,66142.0,Some College,Clinton,2,6,4,Suburban,"economy, healthcare, immigration, social security (major concern)"
35,Male,30529.0,College,Clinton,1,7,4,Suburban,"economy, healthcare, immigration (top priority)"
35,Female,59527.0,Postgrad,Clinton,4,1,2,Urban,"economy, immigration (important issue)"
45,Male,60109.0,HS,Clinton,7,7,6,Suburban,"healthcare, immigration, economy (top priority)"
35,Female,71204.0,Some College,Clinton,7,3,7,Urban,"immigration, healthcare (top priority)"
35,Male,105193.0,Postgrad,Clinton,1,2,1,Suburban,"economy, healthcare, immigration (major concern)"
35,Male,57848.0,HS,Trump,5,6,2,Suburban,"healthcare, economy, immigration (top priority)"
65,Male,39821.0,HS,Trump,3,4,2,Suburban,"economy, healthcare, social security (top priority)"
18,Male,49489.0,HS,Trump,6,3,7,Urban,"immigration, healthcare (major concern)"
25,Female,15000.0,Some College,Clinton,5,1,7,Rural,"immigration, economy, cost of living, rural development (important issue)"
65,Male,36106.0,HS,Clinton,7,5,2,Suburban,"healthcare, immigration, economy, social security (important issue)"
55,Male,41814.0,Postgrad,Clinton,3,2,2,Urban,"economy, healthcare, social security (top priority)"
35,Male,39518.0,Some College,Trump,6,3,4,Urban,"immigration, healthcare (top priority)"
35,Male,53047.0,Some College,Trump,6,4,1,Suburban,"healthcare, economy, immigration (important issue)"
25,Male,33552.0,HS,Clinton,6,1,2,Rural,"economy, immigration, healthcare, rural development (important issue)"
18,Male,72421.0,Some College,Clinton,2,1,4,Rural,"economy, immigration, rural development (top priority)"
35,Female,50004.0,College,Trump,6,6,2,Suburban,"healthcare, economy (major concern)"
25,Female,49814.0,College,Clinton,4,3,3,Rural,"economy, healthcare, rural development (top priority)"
35,Female,43442.0,College,Clinton,1,4,2,Urban,"economy, healthcare (major concern)"
18,Male,53104.0,Some College,Trump,7,1,7,Urban,"immigration, economy (major concern)"
65,Male,66502.0,Postgrad,Trump,4,2,6,Rural,"immigration, economy, healthcare, social security, rural development (top priority)"
65,Female,32657.0,College,Clinton,1,1,6,Suburban,"economy, immigration, social security (top priority)"
45,Male,36838.0,College,Clinton,5,4,2,Suburban,"healthcare, economy (top priority)"
35,Male,43925.0,HS,Other,5,5,5,Suburban,"healthcare, immigration, economy (top priority)"
25,Male,23083.0,HS,Clinton,1,5,3,Rural,"economy, healthcare, cost of living, rural development (important issue)"
55,Male,33615.0,HS,Clinton,4,6,1,Suburban,"healthcare, economy, social security (important issue)"
45,Male,40476.0,College,Clinton,1,3,2,Rural,"economy, healthcare, rural development (important issue)"
18,Male,67488.0,Some College,Clinton,6,4,1,Suburban,"healthcare, economy (top priority)"
65,Female,55251.0,Some College,Clinton,2,6,3,Urban,"economy, healthcare, social security (major concern)"
55,Female,53872.0,Postgrad,Trump,7,7,2,Rural,"healthcare, immigration, social security, rural development (top priority)"
65,Female,67018.0,Postgrad,Clinton,5,1,5,Urban,"immigration, economy, healthcare, social security (top priority)"
45,Female,47253.0,Postgrad,Clinton,7,7,4,Rural,"healthcare, immigration, economy, rural development (major concern)"
35,Female,57809.0,Some College,Trump,2,1,5,Suburban,"economy, immigration, healthcare (top priority)"
25,Female,47936.0,College,Trump,6,5,7,Suburban,"immigration, healthcare, economy (top priority)"
65,Female,55307.0,HS,Trump,6,6,5,Suburban,"healthcare, immigration, economy, social security (major concern)"
55,Male,38345.0,HS,Trump,5,5,4,Urban,"healthcare, immigration, economy, social security (important issue)"
18,Male,15000.0,HS,Clinton,5,2,7,Urban,"immigration, economy, healthcare, cost of living (important issue)"
18,Male,47314.0,Some College,Trump,6,7,4,Rural,"healthcare, immigration, economy, rural development (major concern)"
25,Female,78455.0,Some College,Clinton,3,7,6,Rural,"healthcare, immigration, economy, rural development (important issue)"
55,Female,68524.0,College,Other,7,5,4,Urban,"healthcare, immigration, economy, social security (important issue)"
65,Male,69308.0,HS,Trump,2,2,2,Rural,"economy, healthcare, immigration, social security, rural development (top priority)"
18,Female,74723.0,College,Other,7,1,1,Rural,"economy, healthcare, immigration, rural development (important issue)"
35,Male,51773.0,Some College,Trump,2,6,6,Suburban,"economy, healthcare (top priority)"
25,Female,53946.0,HS,Clinton,3,2,6,Urban,"immigration, economy (major concern)"
65,Male,37647.0,Some College,Trump,4,6,1,Rural,"healthcare, economy, social security, rural development (top priority)"
55,Male,43679.0,HS,Other,2,7,6,Suburban,"healthcare, economy, social security (major concern)"
55,Male,62315.0,Some College,Trump,7,6,4,Rural,"healthcare, immigration, economy, social security, rural development (important issue)"
35,Male,74078.0,Some College,Clinton,1,7,5,Rural,"economy, healthcare, immigration, rural development (important issue)"
25,Male,47211.0,HS,Trump,6,2,3,Rural,"immigration, economy, healthcare, rural development (important issue)"
25,Male,40996.0,HS,Clinton,6,7,4,Suburban,"healthcare, immigration (top priority)"
18,Female,50011.0,Some College,Clinton,3,3,7,Urban,"immigration, economy (top priority)"
55,Female,62024.0,Postgrad,Clinton,2,7,7,Urban,"healthcare, immigration, economy, social security (important issue)"
55,Male,21123.0,Some College,Clinton,4,5,5,Urban,"healthcare, immigration, social security, cost of living (top priority)"
65,Female,15000.0,College,Trump,2,2,5,Urban,"economy, immigration, social security, cost of living (important issue)"
65,Female,38989.0,College,Clinton,6,1,6,Suburban,"immigration, economy, social security (important issue)"
35,Male,25586.0,Postgrad,Trump,5,6,2,Suburban,"healthcare, economy, cost of living (major concern)"
45,Male,39837.0,College,Clinton,1,4,2,Rural,"economy, healthcare, immigration, rural development (top priority)"
65,Male,47044.0,Some College,Clinton,3,2,6,Urban,"immigration, economy, social security (important issue)"
55,Male,40935.0,College,Clinton,5,5,6,Suburban,"immigration, healthcare, social security (top priority)"
25,Female,79049.0,Postgrad,Clinton,7,7,1,Urban,"healthcare, economy, immigration (top priority)"
35,Male,56535.0,Some College,Clinton,4,6,1,Urban,"healthcare, economy, immigration (major concern)"
18,Female,56009.0,Some College,Clinton,5,3,3,Urban,"economy, healthcare, immigration (important issue)"
65,Female,62444.0,HS,Trump,7,1,3,Suburban,"immigration, economy, healthcare, social security (major concern)"
35,Male,27223.0,College,Clinton,5,3,3,Urban,"economy, healthcare, cost of living (major concern)"
25,Female,70782.0,College,Clinton,4,4,3,Suburban,"economy, healthcare (major concern)"
45,Male,48485.0,HS,Clinton,5,2,5,Urban,"immigration, economy (top priority)"
35,Female,63410.0,Some College,Trump,3,6,5,Rural,"healthcare, economy, immigration, rural development (top priority)"
25,Male,28563.0,Some College,Trump,6,2,1,Rural,"economy, healthcare, cost of living, rural development (major concern)"
18,Female,18925.0,HS,Trump,2,5,2,Rural,"economy, healthcare, immigration, cost of living, rural development (important issue)"
45,Female,66358.0,Postgrad,Clinton,5,2,6,Rural,"immigration, economy, rural development (top priority)"
35,Male,57528.0,HS,Clinton,3,1,7,Rural,"immigration, economy, healthcare, rural development (important issue)"
45,Female,31959.0,HS,Other,2,4,2,Rural,"economy, healthcare, rural development (top priority)"
35,Female,32607.0,Some College,Clinton,7,3,4,Suburban,"immigration, healthcare (important issue)"
55,Female,72509.0,College,Clinton,2,4,5,Urban,"economy, immigration, social security (major concern)"
35,Female,26212.0,HS,Clinton,7,6,3,Urban,"healthcare, immigration, cost of living (top priority)"
35,Female,82853.0,College,Clinton,5,2,3,Urban,"economy, immigration (important issue)"
55,Male,31988.0,Some College,Clinton,3,6,4,Suburban,"healthcare, economy, social security (important issue)"
25,Male,62768.0,HS,Trump,6,3,2,Suburban,"healthcare, economy (important issue)"
18,Female,43428.0,HS,Clinton,5,6,3,Rural,"healthcare, economy, immigration, rural development (important issue)"
18,Male,62064.0,Some College,Trump,7,5,2,Rural,"healthcare, immigration, rural development (important issue)"
45,Female,39118.0,HS,Clinton,4,4,6,Suburban,"immigration, economy (important issue)"
35,Female,46744.0,Postgrad,Clinton,2,3,4,Suburban,"economy, immigration (top priority)"
45,Male,50818.0,College,Trump,5,3,7,Rural,"immigration, economy, rural development (top priority)"
25,Male,29956.0,Postgrad,Clinton,7,7,2,Urban,"healthcare, immigration, cost of living (major concern)"
18,Female,64816.0,HS,Trump,2,3,6,Suburban,"economy, immigration (important issue)"
18,Male,39736.0,Postgrad,Trump,7,7,2,Urban,"healthcare, immigration (major concern)"
25,Female,45428.0,Some College,Clinton,3,1,2,Suburban,"economy, immigration (important issue)"
35,Male,30113.0,Some College,Other,1,7,3,Urban,"economy, healthcare, immigration (important issue)"
25,Female,15000.0,HS,Clinton,5,4,1,Rural,"healthcare, economy, immigration, cost of living, rural development (major concern)"
25,Male,46179.0,HS,Trump,6,6,5,Suburban,"healthcare, immigration, economy (top priority)"
65,Female,98252.0,College,Clinton,5,7,2,Urban,"healthcare, economy, immigration, social security (major concern)"
25,Male,65692.0,Some College,Trump,2,3,2,Urban,"economy, healthcare (important issue)"
35,Female,49615.0,HS,Clinton,3,4,2,Suburban,"economy, healthcare (top priority)"
45,Male,44742.0,College,Trump,7,7,1,Rural,"healthcare, economy, immigration, rural development (top priority)"
25,Female,50449.0,HS,Trump,4,7,6,Suburban,"healthcare, immigration (important issue)"
35,Female,60942.0,Some College,Trump,6,3,7,Suburban,"immigration, healthcare (top priority)"
55,Male,26384.0,Some College,Trump,3,5,7,Urban,"immigration, economy, social security, cost of living (major concern)"
65,Male,72286.0,College,Trump,5,5,4,Suburban,"healthcare, immigration, economy, social security (important issue)"
18,Male,64308.0,College,Trump,4,7,3,Suburban,"healthcare, economy, immigration (major concern)"
65,Female,64364.0,Some College,Clinton,3,5,1,Suburban,"economy, healthcare, immigration, social security (major concern)"
35,Female,58770.0,Some College,Clinton,1,2,6,Urban,"economy, immigration, healthcare (major concern)"
25,Female,50392.0,Some College,Clinton,6,3,2,Suburban,"healthcare, economy (top priority)"
35,Male,63457.0,College,Clinton,2,2,6,Suburban,"economy, immigration (major concern)"
65,Male,61836.0,Some College,Clinton,3,4,1,Rural,"economy, healthcare, social security, rural development (top priority)"
35,Female,42919.0,HS,Trump,3,2,1,Rural,"economy, healthcare, rural development (important issue)"
25,Male,38528.0,HS,Clinton,1,4,1,Suburban,"economy, healthcare, immigration (top priority)"
35,Female,52037.0,Some College,Trump,5,7,4,Suburban,"healthcare, immigration (important issue)"
25,Male,80980.0,Some College,Clinton,7,4,5,Urban,"immigration, healthcare, economy (major concern)"
18,Female,25218.0,College,Clinton,7,4,3,Rural,"healthcare, immigration, economy, cost of living, rural development (top priority)"
